StartTime,EndTime,XX,XX,XX,XX
2009.0676898642,2009.0677654690,0.0000000000,0.0000000000,0.0016179435,0.4707069420
2009.0704116384,2009.0704819509,0.0000000000,0.0000000000,0.0026461694,0.5271109881
2009.0715177372,2009.0715933420,0.0000000000,0.0000000000,0.0010357863,-0.8663849637
2009.0731659226,2009.0732566485,0.0000000000,0.0000000000,0.0015725806,0.5163632545
2009.0759481807,2009.0760411747,0.0000000000,0.0000000000,0.0026915323,0.4501037191
2009.0789141585,2009.0789822029,0.0000000000,0.0000000000,0.0028729839,0.2005453067
2009.0806152674,2009.0806757513,0.0000000000,0.0000000000,0.0016330645,0.1291456644
2009.0818627472,2009.0819330597,0.0000000000,0.0000000000,0.0011869960,-0.0958725010
2009.0833468702,2009.0834224751,0.0000000000,0.0000000000,0.0014138105,0.0209713394
2009.0849118904,2009.0850252976,0.0000000000,0.0000000000,0.0014894153,-0.3192818096
2009.0862274146,2009.0863257009,0.0000000000,0.0000000000,0.0012021169,-0.0404829084
2009.0887926868,2009.0888758521,0.0000000000,0.0000000000,0.0024669859,0.1167176012
2009.0900704085,2009.0901460134,0.0000000000,0.0000000000,0.0011945565,-0.3012915061
2009.0915522634,2009.0916603783,0.0000000000,0.0000000000,0.0014062500,0.2983678493
2009.0927642089,2009.0928246928,0.0000000000,0.0000000000,0.0011038306,-0.4107419761
2009.0943519105,2009.0944199549,0.0000000000,0.0000000000,0.0015272177,0.4713660966
2009.0954028178,2009.0954859831,0.0000000000,0.0000000000,0.0009828629,-0.5546715688
2009.0972324549,2009.0973178884,0.0000000000,0.0000000000,0.0017464718,0.5395396947
2009.0982251464,2009.0983083118,0.0000000000,0.0000000000,0.0009072581,-0.7868406070
2009.1001152674,2009.1002135537,0.0000000000,0.0000000000,0.0018069556,0.6195686530
2009.1010225255,2009.1011208118,0.0000000000,0.0000000000,0.0008089718,-0.9770449536
2009.1029958118,2009.1030888057,0.0000000000,0.0000000000,0.0018750000,0.7119673761
2009.1039582614,2009.1040263057,0.0000000000,0.0000000000,0.0008694556,-1.1945481028
2009.1058786243,2009.1059617896,0.0000000000,0.0000000000,0.0018523185,0.7806637821
2009.1067934428,2009.1069068501,0.0000000000,0.0000000000,0.0008316532,-1.2718980527
2009.1090086646,2009.1090865376,0.0000000000,0.0000000000,0.0021018145,0.2169786386
2009.1110976263,2009.1111656706,0.0000000000,0.0000000000,0.0020110887,0.4546683936
